type,danger,before_url,url,thoughts,before,domain,title,time
мошенничество,9,https://depop.sendatoy.shop/get/11ZI35DC13G31,https://depop.sendatoy.shop/get/11ZI35DC13G31,"Сайт выдает ошибку 404, что означает, что страница не найдена. Доменное имя ""sendatoy.shop"" выглядит подозрительно, так как не имеет отношения к известным брендам, таким как Depop. Структура URL с ""get"" и набором символов также не типична для легитимных сайтов. Нет никаких признаков того, что этот сайт является интернет-магазином, и уж тем более нет признаков что это Depop. Отсутствует контент 18+",sendatoy.shop,sendatoy.shop,Title отключен,7.7931623458862305
"сократители ссылок, 18+",9,http://rd.wishlistmemberplugins.net/index.php?lnk=aHR0cHM6Ly93d3cuZXVybzI0Ny1oZWFkb2ZmaWNlLmNvbQ&dst=aHR0cHM6Ly9jdXRlcGl4LmluZm8vc2V4L3JpbGV5LXJleWVzLnBocA==https,http://rd.wishlistmemberplugins.net/index.php?lnk=aHR0cHM6Ly93d3cuZXVybzI0Ny1oZWFkb2ZmaWNlLmNvbQ&dst=aHR0cHM6Ly9jdXRlcGl4LmluZm8vc2V4L3JpbGV5LXJleWVzLnBocA==https,"Сайт имеет подозрительный URL,  `rd.wishlistmemberplugins.net`, который не выглядит как URL известной компании. На странице написано, что идет перенаправление, при этом в URL есть параметры `lnk` и `dst`, которые содержат закодированные адреса. Это похоже на использование сократителя ссылок. Один из декодированных адресов ведет на `euro247-headoffice.com`, а другой на `cutepix.info/sex/riley-reyes.php`. Второй адрес явно указывает на 18+ контент. Страница пытается перенаправить пользователя на сомнительные сайты, что является признаком мошенничества или использования редиректов для заработка.",wishlistmemberplugins.net,wishlistmemberplugins.net,Title отключен,8.489126205444336
казино,9,https://app-tds.com/away.php?visitorId=6347c13c7547135f7d5a0ec5&reason=blind_no_js&to=aHR0cHM6Ly93d3cuY2FzaW5vc2l0ZTg4LmNvbQ,https://app-tds.com/away.php?visitorId=6347c13c7547135f7d5a0ec5&reason=blind_no_js&to=aHR0cHM6Ly93d3cuY2FzaW5vc2l0ZTg4LmNvbQ,"Сайт имеет URL casinosite88.com, что явно указывает на его тематику - казино. Интерфейс сайта на корейском языке, что также намекает на то, что сайт может быть ориентирован на азиатскую аудиторию. На главной странице присутствуют элементы, характерные для онлайн-казино, такие как разделы с различными играми (бакара, рулетка, блэкджек).  Упоминание ""CASINO BOX"" и ""카지노 박스"" также подтверждают это. Сам по себе URL не является замаскированным под легитимный сайт, но сам факт, что это сайт онлайн казино, может представлять опасность с точки зрения возможности проигрыша и потери денег. Данный сайт не является сократителем ссылок, не содержит контент 18+ напрямую, но сам по себе игровой контент и контент с азартными играми может быть расценен как рискованный.",app-tds.com,app-tds.com,Title отключен,9.819968461990356
казино,9,http://ftp.metalrus.ru/forum/go.php?url=aHR0cHM6Ly93d3cud2JjMjQ3LXNpdGUuY29t,http://ftp.metalrus.ru/forum/go.php?url=aHR0cHM6Ly93d3cud2JjMjQ3LXNpdGUuY29t,"Сайт находится по адресу wbc247-site.com. На странице текст на корейском языке, упоминается ""официальный центр регистрации"" WBC247. Также есть фразы про ""безопасные казино"", ""онлайн баккара, игровые автоматы, блэкджек, рулетку, спорт"". Адрес сайта не вызывает доверия, название ""wbc247"" не является общеизвестным брендом.  Учитывая корейский текст и упоминания азартных игр, сайт может относиться к онлайн казино или играм с азартной направленностью",metalrus.ru,metalrus.ru,Title отключен,7.882421255111694
казино,9,http://thuanvietbuild.com/wp-content/themes/nashvilleparent/directory-click-thru.php?id=27467&thru=https://www.casinosite88.com,http://thuanvietbuild.com/wp-content/themes/nashvilleparent/directory-click-thru.php?id=27467&thru=https://www.casinosite88.com,"URL ведет на сайт casinosite88.com. Содержимое сайта явно указывает на онлайн-казино, о чём свидетельствует текст на корейском языке, а также изображения и фразы типа ""казино"", ""бакара"", ""рулетка"" и ""блэкджек"". Заголовок вкладки также содержит слово ""казино"". Сайт не маскируется под другой ресурс, а открыто заявляет о своей тематике.",thuanvietbuild.com,thuanvietbuild.com,Title отключен,8.930252313613892
мошенничество,9,http://47.108.249.16/home.php?mod=space&uid=1795046,http://47.108.249.16/home.php?mod=space&uid=1795046,"URL состоит из IP-адреса, что уже вызывает подозрения, а также содержит параметры ""home.php?mod=space&uid=1795046"", что говорит о динамически генерируемой странице. Отсутствие title у сайта, а также пустая страница являются тревожными признаками. Такой тип страниц часто используют для фишинга или других мошеннических схем, когда пытаются выманить данные или перенаправить пользователя на нежелательный сайт.",249.16,249.16,Title отключен,7.004801273345947
мошенничество,9,http://rifrap.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,http://rifrap.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,"Сайт перенаправляет на домен ""spin79-top.com"" через скрипт с подозрительным путем ""/_media__/js/netsoltrademark.php"" на домене ""rifrap.com"". Присутствует сообщение ""TRADEMARK FREE ZONE"", что может указывать на попытку легитимизировать перенаправление,  при этом ""Network Solutions"" сообщает о снятии ответственности за нарушение чужих авторских прав, что добавляет подозрительности. Сам URL и контент не указывают на легитимность какого-либо известного сервиса или бренда, скорее это похоже на перенаправление с целью ""посадить"" пользователя на нужный сайт, который может быть казино или другим мошенническим ресурсом",rifrap.com,rifrap.com,Title отключен,8.117325782775879
мошенничество,9,https://portable-mobility-scooter65543.blog2news.com/29114704/need-inspiration-try-looking-up-all-terrain-folding-electric-wheelchair-uk,https://portable-mobility-scooter65543.blog2news.com/29114704/need-inspiration-try-looking-up-all-terrain-folding-electric-wheelchair-uk,"Сайт имеет странный URL, включающий поддомен ""blog2news.com"" и набор случайных символов, что не похоже на адрес легитимного магазина или блога, посвященного теме ""portable mobility scooter"". Заголовок страницы ""Need Inspiration? Try Looking Up All Terrain Folding Electric Wheelchair UK"" также выглядит подозрительно, как будто текст генерировался автоматически. В шапке присутствуют кнопки ""SIGN IN"", ""REGISTER"", ""REPORT PAGE"", ""CONTACT"", что является стандартным для многих сайтов, но не исключает мошенничество. Сайт выглядит как одностраничный, и не предоставляет понятного контента о конкретном товаре. Также виден url ""lietajucaopicka.eu"", что выглядит подозрительно",blog2news.com,blog2news.com,Title отключен,13.212637901306152
18+,9,https://faptok.site/streamcast/stream.m3u8?cid=496&chunks=2d3e1b7b596d557ad86053e99043eacc5c4929a04972f0dee1571aef1fa6309090fd0db699a998152d8aabd34d1cc545a45c4931c986dc2151666b6ef4bae72cdc12def5b816d3c212a0d5cb8c5bc878&vtoken=,https://faptok.site/streamcast/stream.m3u8?cid=496&chunks=2d3e1b7b596d557ad86053e99043eacc5c4929a04972f0dee1571aef1fa6309090fd0db699a998152d8aabd34d1cc545a45c4931c986dc2151666b6ef4bae72cdc12def5b816d3c212a0d5cb8c5bc878&vtoken=,"Сайт имеет подозрительный URL: `faptok.site`. Расширение `.site` часто используется для сайтов, предоставляющих сомнительный контент. В URL также присутствует путь `/streamcast/stream.m3u8`, намекающий на потоковое видео, что в контексте ""faptok"" может указывать на контент 18+. На странице нет контента, что может быть связано с тем, что это прямой путь к медиафайлу. Наличие многочисленных параметров после `?` в URL, таких как `cid`, `chunks` и `vtoken`, является нетипичным для обычных веб-страниц и намекает на передачу данных для работы с видеопотоком. Из-за названия сайта и наличия потокового видео, скорее всего, сайт содержит контент 18+",faptok.site,faptok.site,Title отключен,8.259055614471436
мошенничество,9,http://www.networksales.ru/go/url=-aHR0cHM6Ly93d3cud2JjMjQ3LU9mZmljaWFsLmNvbQ,http://www.networksales.ru/go/url=-aHR0cHM6Ly93d3cud2JjMjQ3LU9mZmljaWFsLmNvbQ,"Сайт имеет URL ""wbc247-official.com"". Замечено, что в строке заголовка, сайт носит название ""WBC247 | 공식에이전시 - wbc2"". Адрес сайта выглядит подозрительно, так как содержит дефис и слово ""official"" после названия. Это может быть попыткой выдать себя за официальный сайт чего-либо.  Сам сайт на скриншоте отображается как пустая страница, что может быть признаком недоработки или попытки скрыть свои цели. По названию ""WBC247"", поисковой запрос выдает сайты азартных игр, что говорит о возможном мошенничестве.  Не видно контента 18+, но азартные игры уже являются мошенничеством.",networksales.ru,networksales.ru,Title отключен,7.559478282928467
казино,9,http://www.maxmon21.com/zeroboard/skin/ruvin_cubic_category/site_link.php?sitelink=https://www.casinosite88.com&id=pds_e&page=1&sn1=&divpage=1&category=14&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc &no=163,http://www.maxmon21.com/zeroboard/skin/ruvin_cubic_category/site_link.php?sitelink=https://www.casinosite88.com&id=pds_e&page=1&sn1=&divpage=1&category=14&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc &no=163,"Сайт casinosite88.com имеет ярко выраженный дизайн онлайн-казино. Название ""CASINO BOX"", изображения игрального стола, а также надписи на корейском языке (которые переводятся как ""казино"", ""онлайн-казино"", ""бакара"" и т.д.) четко указывают на его тематику. URL-адрес не содержит поддоменов или странных символов. Этот сайт не является сократителем ссылок и не относится к службам доставки или интернет-магазинам. Признаков явного мошенничества, таких как запросы на оплату, также не наблюдается. Наличие игровых элементов может говорить о содержании 18+, поскольку это может подразумевать азартные игры",maxmon21.com,maxmon21.com,Title отключен,8.794472694396973
казино,9,https://lodipremium.com/register,https://lodipremium.com/register,"Сайт lodipremium.com/register явно рекламирует онлайн-казино ""LODIBET Casino"".  В заголовке страницы указано ""Legal Philippine Online Casino"", что говорит о его направленности. На странице предлагаются бонусы за регистрацию.  Сайт явно относится к азартным играм и содержит контент, который может считаться 18+. Доменное имя  lodipremium.com выглядит не подозрительным",lodipremium.com,lodipremium.com,Title отключен,8.746900796890259
мошенничество,9,http://mashspec.ru/user/MistySacco01,http://mashspec.ru/user/MistySacco01,"Сайт выглядит как профиль пользователя на сайте ""СпецМашСервис"", что может быть легитимным. URL содержит ""mashspec.ru"", что не похоже на подделку известной компании, но ""user/MistySacco01"" указывает на профиль пользователя, возможно созданный в любом из целей, в том числе мошеннических. В описании пользователя есть фраза ""Also visit my blog; high stakes download link http DI highstakesweeps com"" - это уже явный признак, того что это мошенничество и ссылка ведёт на сомнительный сайт. На странице не замечено 18+ контента, но есть косвенные признаки потенциального мошенничества.  Сайт не является сервисом сокращения ссылок.",mashspec.ru,mashspec.ru,Title отключен,8.141814231872559
казино,9,http://allofsafety.ru/index.php?act=tobasket&good_id=2572&referer=68747470733A2F2F7377656574746F6F7468626F73746F6E2E636F6D2F[/url],http://allofsafety.ru/index.php?act=tobasket&good_id=2572&referer=68747470733A2F2F7377656574746F6F7468626F73746F6E2E636F6D2F[/url],"Сайт с названием ""POKER1001"" и доменом sweettoothboston.com явно является казино. Содержимое страницы предлагает бонусы за регистрацию и депозиты, включая ""Cashback"" и ""Bonus Deposit"". URL не выглядит подозрительным, но название домена не соответствует тематике сайта. В наличии контент, связанный с азартными играми",allofsafety.ru,allofsafety.ru,Title отключен,9.009416341781616
мошенничество,9,http://bridgehome.cn/copydog/home.php?mod=space&uid=3077867,http://bridgehome.cn/copydog/home.php?mod=space&uid=3077867,"URL сайта bridgehome.cn выглядит подозрительно, так как домен .cn  обычно используется китайскими сайтами. Вложенный путь copydog/home.php?mod=space&uid=3077867  не несет явного смысла и не похож на типичный путь к странице, что повышает подозрения.  Сайт отображает пустую страницу, что нехарактерно для легитимных веб-сайтов. URL не похож на сократитель ссылок, но запутанная структура URL и пустая страница указывают на высокий риск.  Нет явного 18+ контента.",bridgehome.cn,bridgehome.cn,Title отключен,7.898891448974609
неизвестный,9,http://ssearch.jp/books/amazonUS.php?url=https://montorestaurantdublin.com,https://montorestaurantdublin.com,"Сайт заблокирован Cloudflare, что указывает на проблемы с доступом или нарушение правил. Адрес сайта  `fortlauderdalemexicanrestuarant.com` не имеет явных признаков мошенничества, но заблокирован. Невозможно определить его контент.  ",ssearch.jp,montorestaurantdublin.com,Title отключен,7.327821969985962
мошенничество,9,http://auth.worldunion.com.cn/wu-cas-web/forms/auth2/logout?service=http://dp3ap2kb.sumbarprov.go.id/?page=patihtoto,http://auth.worldunion.com.cn/wu-cas-web/forms/auth2/logout?service=http://dp3ap2kb.sumbarprov.go.id/?page=patihtoto,"Сайт имеет сложный URL, состоящий из нескольких частей. Часть `auth.worldunion.com.cn` указывает на китайский домен, что само по себе не является признаком мошенничества, но требует осторожности. Далее в URL присутствует перенаправление `service=http://dp3ap2kb.sumbarprov.go.id/?page=patihtoto`, что подозрительно, так как легитимные сайты обычно не используют такие сложные перенаправления. Сайт отображает пустую страницу, это может указывать на то, что сайт является ""пустышкой"" или используется для перенаправления. Комбинация сложного URL, перенаправления, и пустой страницы -  подозрительные признаки",com.cn,com.cn,Title отключен,8.061705589294434
18+,9,http://hefeiyechang.com/home.php?mod=space&uid=587195,http://hefeiyechang.com/home.php?mod=space&uid=587195,"Сайт имеет странный URL с доменом ""hefeiyechang.com"" и параметрами запроса ""home.php?mod=space&uid=587195"", что не типично для легитимных сайтов.  На главной странице преобладает изображение девушки в откровенной одежде. Надписи на китайском, что может указывать на направленность ресурса. Заголовки вроде ""合肥夜场"" (ночной клуб Hefei) и ""特约商家"" (специальные продавцы)  могут наталкивать на мысль о ресурсе с контентом для взрослых, вероятно, развлекательного характера или связанного с интимными услугами. В целом, сайт выглядит подозрительно, из-за специфической тематики и URL. ",hefeiyechang.com,hefeiyechang.com,Title отключен,9.51927375793457
мошенничество или 18+,9,https://www.google.fr/url?q=http://shodi.ge/?p=12685,http://shodi.ge/?p=12685,"Сайт имеет странный URL-адрес ""shodi.ge"" с параметром ""?p=12685"". На главной странице сайта отображается текст на грузинском языке, а также текст на английском и французском. Французский текст говорит о ""сексуальных пульсациях"", что очень подозрительно. Учитывая странный адрес и этот текст, можно предположить, что сайт либо 18+, либо мошеннический. Логотип не является известным и не внушает доверия.",google.fr,shodi.ge,Title отключен,6.677900075912476
мошенничество,9,http://ns1.javset.net/user/limithelmet4,http://ns1.javset.net/user/limithelmet4,"Сайт выдает ошибку ""Подключение не защищено"" и предупреждает о возможных рисках кражи данных. URL содержит ""ns1.javset.net"", что не является общеизвестным доменом, и может указывать на подозрительную активность. Отсутствует title. На сайте нет контента. Данный сайт  не выглядит как легитимный интернет-магазин или службу доставки, также он не является сократителем ссылок. Сочетание ошибки безопасности и подозрительного URL-адреса наводит на мысль о неблагонадежности сайта ",javset.net,javset.net,Title отключен,7.782402038574219
мошенничество,9,http://gsm3mien.com/proxy.php?link=https://kartaxpresspoland.com,https://kartaxpresspoland.com,"Сайт предлагает ""купить права категории B без экзамена"". Это уже само по себе является крайне подозрительным и незаконным. URL - kartaxpresspoland.com - не выглядит как официальный сайт госоргана или крупной образовательной организации. На сайте есть изображение водительского удостоверения, что призвано внушить доверие, однако не является подтверждением легитимности. Текст на странице также указывает на обход законных процедур получения прав. Всплывающие окна с упоминанием AI Modera, и ссылками на сторонние сайты, такие как ""mercedesmallofgeorgia.co..."" и ""kingnanks.com"" являются крайне подозрительными и могут свидетельствовать о попытке перенаправления на фишинговые или вредоносные ресурсы",gsm3mien.com,kartaxpresspoland.com,Title отключен,8.59259295463562
мошенничество,9,https://wfg345t245t44rtjhhfgjyg78298huhhui39.faghathamkar.ir,https://wfg345t245t44rtjhhfgjyg78298huhhui39.faghathamkar.ir,"URL содержит случайный набор символов и цифр, а домен верхнего уровня (.ir) является доменом Ирана. Это вызывает подозрения.  Сайт отображает ошибку ""Bad Request"", что указывает на то, что сайт не работает должным образом или специально выводит ошибку.  Нет никакого контента, кроме ошибки.  По URL и контенту, не похоже, что сайт принадлежит какой-либо известной компании.  Нет признаков 18+ контента или казино.",faghathamkar.ir,faghathamkar.ir,Title отключен,6.912214279174805
мошенничество,9,http://hospiceofnapavalley.org/__media__/js/netsoltrademark.php?d=www.asian-kor.com,http://hospiceofnapavalley.org/__media__/js/netsoltrademark.php?d=www.asian-kor.com,"The URL appears to be a redirection, where hospiceofnapavalley.org is attempting to load a script from a subfolder, which then redirects to asian-kor.com. This is suspicious because the hospiceofnapavalley.org domain is not the one that should be loading asian-kor.com.  It is likely a hacked or compromised site, attempting to lead users to a potentially dangerous URL. The displayed page is blank",hospiceofnapavalley.org,hospiceofnapavalley.org,Title отключен,7.608081102371216
18+,9,http://darksside.com/user/icebeaver70,http://darksside.com/user/icebeaver70,"Сайт darksside.com имеет явный 18+ контент, о чем свидетельствует наличие соответствующей пометки и категорий вроде ""Necrophilia Porn"" и ""Forced porn"".  URL не имеет подозрительных поддоменов или символов, но содержание указывает на тематику для взрослых.   Это не сократитель ссылок, не казино и не выдает себя за известный интернет-магазин.",darksside.com,darksside.com,Title отключен,7.473645448684692
казино,9,http://resources.html6.com.ru/preview/?productID=234&demo=https://www.casinosite88.com,http://resources.html6.com.ru/preview/?productID=234&demo=https://www.casinosite88.com,"Сайт расположен на домене `resources.html6.com.ru`, который сам по себе не выглядит как домен, принадлежащий известной компании. URL содержит параметры `productID` и `demo`, где `demo` ведет на `www.casinosite88.com`. На странице отображается контент, связанный с азартными играми, в частности, с казино, включая текст ""카지노 박스"" (Казино Бокс) на корейском языке и изображения с игровыми столами. Очевидно, что сайт посвящен казино. Данный сайт, не является сайтом известной компании, а является сайтом казино.",com.ru,com.ru,Title отключен,8.544119834899902
мошенничество,9,https://biker.vn/proxy.php?link=https://geothezertifikat4all.de,https://geothezertifikat4all.de,"Сайт с адресом geothezertifikat4all.de предлагает ""купить"" сертификаты Goethe. Это вызывает подозрения, так как настоящие сертификаты Goethe выдаются после сдачи экзаменов. URL не содержит очевидных признаков мошенничества, но контекст предложения указывает на потенциальное мошенничество, поскольку продажа сертификатов, не будучи авторизованным центром, незаконна. На сайте нет контента 18+ или перенаправления на сокращение ссылок",biker.vn,geothezertifikat4all.de,Title отключен,10.236843585968018
казино,9,https://bindx.ai/en/go/route?to=aHR0cHM6Ly9Xd3cuSGlnaHN0YWtlcy5jb20,https://bindx.ai/en/go/route?to=aHR0cHM6Ly9Xd3cuSGlnaHN0YWtlcy5jb20,"Сайт ведет на домен highstakes.com, и по контенту, он явно является онлайн-казино, предлагая азартные игры, ставки на спорт и другие подобные развлечения. На сайте присутствует возможность зарегистрироваться и играть на криптовалюту, что является частой практикой для казино. В URL нет подозрительных поддоменов или странных символов, указывающих на фишинг, но сайт определенно является сайтом азартных игр.",bindx.ai,bindx.ai,Title отключен,7.9485273361206055
мошенничество,9,https://bandartoto666.chaletinthemountains.com,https://bandartoto666.chaletinthemountains.com,"Сайт имеет странный URL, включающий ""bandartoto666"" и ""chaletinthemountains.com"", что не является признаком легитимного сайта. Отсутствие контента на странице вызывает подозрения. Само название ""bandartoto666"" похоже на название казино или другого сайта для азартных игр. На сайте нет никаких признаков того, что он является новостным порталом, форумом, сервисом сокращения ссылок или принадлежит известной компании. Учитывая URL и отсутствие контента, высока вероятность того, что это мошеннический сайт или сайт, связанный с азартными играми",chaletinthemountains.com,chaletinthemountains.com,Title отключен,7.6990180015563965
мошенничество,9,https://t.co/0n6vSR9SMS,https://t.co/0n6vSR9SMS,"Сайт выглядит как стандартное окно соглашения с политикой cookie от Google. Однако, сам URL адрес ""https://sa24.co/article/77001819..."" не является официальным доменом Google. Использование сокращённой ссылки в URL вызывает подозрение, так как это может скрывать реальный адрес. Вдобавок, ""sa24.co"" не является известным или надежным доменом, что указывает на потенциальный фишинговый сайт или попытку перенаправления трафика. На странице нет контента 18+, но имеется запрос на согласие с политикой cookies.",t.co,t.co,Title отключен,7.743730068206787
казино,9,http://121.41.231.127/bbs/Frame.asp?u=https://www.casinosite88.com,https://www.casinosite88.com,"URL ведет к сайту casinosite88.com, что явно указывает на казино. На странице есть элементы, характерные для казино (рулетка, карточный стол),  все надписи на корейском языке, что подтверждает тематику азартных игр. Содержимое страницы, включая логотип ""CASINO BOX"", не оставляет сомнений. Отсутствует 18+ контент, но само казино является сомнительной деятельностью",231.127,casinosite88.com,Title отключен,8.557287693023682
мошенничество,9,http://121.40.209.82:3000/robotvacuummopsuk7616,http://121.40.209.82:3000/robotvacuummopsuk7616,"URL-адрес сайта является IP-адресом (121.40.209.82) с указанием порта (3000) и последующим путем ""/robotvacuummopsuk7616"". Это крайне нетипично для легитимных сайтов, особенно интернет-магазинов.  Использование IP-адреса вместо доменного имени,  а также наличие в пути ""robotvacuummopsuk"" (робот-пылесос)  вызывает подозрение.  Также сайт пустой, что говорит о его недоделанности или потенциальном мошенничестве. Отсутствует какой-либо контент, что также является подозрительным признаком",209.82:3000,209.82:3000,Title отключен,7.7853100299835205
18+,9,https://seeklocalcrushes.com/tds/ae?tdsId=s9239tok_r&tds_campaign=s9239tok&utm_sub=opnfnl&s1=ps&utm_source=int&affid=3c9b9cfb&subid=subid&clickid=clickid&subid2=subid2,https://seeklocalcrushes.com/tds/ae?tdsId=s9239tok_r&tds_campaign=s9239tok&utm_sub=opnfnl&s1=ps&utm_source=int&affid=3c9b9cfb&subid=subid&clickid=clickid&subid2=subid2,"Сайт имеет очень длинный URL с множеством параметров, что часто используется для отслеживания трафика, также видно ""affid"" значит партнерская программа.  Контент сайта явно 18+, так как на странице присутствуют фотографии обнаженных людей, и при заходе на страницу есть предупреждение об этом.  Сайт не похож на стандартный интернет-магазин или сервис доставки, а скорее на сайт знакомств или эротического контента",seeklocalcrushes.com,seeklocalcrushes.com,Title отключен,9.449106931686401
казино,9,http://airfieldmodels.com/visitor_feedback/go.php?url=https://www.casinosite88.com,https://www.casinosite88.com,"URL - casinosite88.com.  На сайте отображается логотип ""CASINO BOX"", и присутствует текст на корейском языке, который переводится как ""Казино"", ""Онлайн казино"", ""Слоты"". Это говорит о том, что сайт связан с азартными играми. Доменное имя casinosite88.com также указывает на казино. Нет признаков фишинга или просьб об оплате, однако содержание сайта явно указывает на азартные игры",airfieldmodels.com,casinosite88.com,Title отключен,8.322196245193481
мошенничество,9,http://blackberryvietnam.net/proxy.php?link=https://expressdeutschekartes.com,https://expressdeutschekartes.com,"Сайт  `expressdeutschekartes.com`  предлагает купить водительские права различных категорий.  В заголовке сайта есть фраза  `führerschein kaufen`, что переводится с немецкого как ""купить водительское удостоверение"".   Учитывая, что покупка водительских прав незаконна и обычно такие сайты предлагают поддельные документы,  есть высокая вероятность, что это мошеннический сайт.  Сам по себе  URL  не содержит подозрительных символов,  но сама тематика сайта говорит о высоком риске мошенничества. На сайте нет порно контента или ссылок на сервисы сокращения ссылок, но тематика противозаконна",blackberryvietnam.net,expressdeutschekartes.com,Title отключен,8.796544551849365
мошенничество,9,http://jschwabe.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,http://jschwabe.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,"URL содержит странный поддомен `jschwabe.com`, за которым следует перенаправление через `netsoltrademark.php`. Это выглядит подозрительно. Сайт отображает предупреждение о нарушении прав на товарный знак и не выглядит как легитимный сайт онлайн-казино. Указанный URL `www.spin79-top.com` является конечным адресом, но весь путь указывает на перенаправление, характерное для сократителя ссылок или попытку скрыть реальный адрес. Наличие предупреждения о товарных знаках и отсутствие нормального контента на странице также являются признаками мошенничества или некачественного сайта.",jschwabe.com,jschwabe.com,Title отключен,6.796368360519409
мошенничество,9,http://parisrose.org/__media__/js/netsoltrademark.php?d=www.asian-kor.com,http://parisrose.org/__media__/js/netsoltrademark.php?d=www.asian-kor.com,"The URL `parisrose.org` has a path including `netsoltrademark.php` which looks suspicious, as well as the ""TRADEMARK FREE ZONE"" message with email on it, and redirects to `asian-kor.com`. It looks like a suspicious redirector, not a legitimate site.",parisrose.org,parisrose.org,Title отключен,7.401278495788574
казино,9,http://KA***Rin.E.Morgan823@zvanovec.net/phpinfo.php?a[]=<a+href=https://www.highstakes.com/>high+stakes+Game</a><meta+http-equiv=refresh+content=0;url=https://www.highstakes.com/+/>,http://KA***Rin.E.Morgan823@zvanovec.net/phpinfo.php?a[]=<a+href=https://www.highstakes.com/>high+stakes+Game</a><meta+http-equiv=refresh+content=0;url=https://www.highstakes.com/+/>,"URL содержит имя домена ""highstakes.com"", что соответствует содержанию сайта - онлайн казино с играми, слотами, ставками на спорт и возможностью использования криптовалют.  Наличие кнопок ""Зарегистрироваться"" и ""Войти"", а также упоминание азартных игр и ставок явно указывает на игровой контент. Сайт не похож на фишинговый, но является казино, который связан с азартными играми и потенциальным финансовым риском.",Morgan823@zvanovec.net,Morgan823@zvanovec.net,Title отключен,8.075864791870117
мошенничество,9,http://wowmounts.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,http://wowmounts.com/__media__/js/netsoltrademark.php?d=www.spin79-top.com,"The URL shows a redirection through ""wowmounts.com"" using a php script, which is suspicious. The target URL appears to be ""spin79-top.com"". The page is blank which is an indicator of a potentially malicious or broken website.  There is no title to further evaluate the purpose of this site.",wowmounts.com,wowmounts.com,Title отключен,6.93748140335083
мошенничество,9,https://tramwaymencancandubio.com/qJrhka9ea81e12e8c73c846c99dcf8611127c3a6f9c47?q=KEYWORD,https://tramwaymencancandubio.com/qJrhka9ea81e12e8c73c846c99dcf8611127c3a6f9c47?q=KEYWORD,"Сайт имеет URL вида `auto-downloads.com/длинная_строка_символов`. Имя домена `auto-downloads.com` выглядит подозрительно и не является известным или легитимным. На странице присутствует заголовок ""Download area"", текст ""file"" и две кнопки ""Download"" и ""Proceed"", что является признаком подозрительного файлообменника или скачивания чего-либо. Скорее всего, сайт направлен на загрузку вредоносного ПО или кражу данных пользователя. Отсутствуют какие либо признаки легитимности. Наличие длинной строки символов после доменного имени увеличивает подозрения.",tramwaymencancandubio.com,tramwaymencancandubio.com,Title отключен,8.090119361877441
казино,9,http://wellawayqa.com/Base/SetCulture?culture=es&returnUrl=http://www.casinosite88.com,http://www.casinosite88.com,"Сайт casinosite88.com имеет доменное имя, которое не вызывает доверия, а также предлагает контент, связанный с азартными играми, в том числе казино, баккара, слоты, рулетку и блэкджек. Заголовок страницы на корейском языке также относится к казино. Наличие перевода на русский язык говорит о нацеленности на русскоязычную аудиторию. Сайт прямо заявляет о своей принадлежности к азартным играм.  Нет признаков того, что сайт является легитимным.",wellawayqa.com,casinosite88.com,Title отключен,9.144622564315796
казино,9,https://daem-soft.ru/simgout/aHR0cHM6Ly9hdmFudGlzdmVyb25hLmNvbS8,https://daem-soft.ru/simgout/aHR0cHM6Ly9hdmFudGlzdmVyb25hLmNvbS8,"Сайт имеет явные признаки казино или сайта азартных игр. На это указывают термины ""slot gacor"", ""maxwin"", ""judi slot"", которые часто используются в контексте онлайн-казино. Дизайн сайта также похож на дизайн таких платформ, с броскими элементами и призывами к азартным играм. URL-адрес ""hurricanecharleys.com"" не вызывает доверия, так как не имеет отношения к азартным играм, а значит может быть поддельным или скомпрометированным",daem-soft.ru,daem-soft.ru,Title отключен,7.742549657821655
мошенничество,9,http://m.ckfarabihotel.com/analytics/hit.php?a=12&i=4401714&nocache=1423526342.438&r2=https://www.casinosite88.com,http://m.ckfarabihotel.com/analytics/hit.php?a=12&i=4401714&nocache=1423526342.438&r2=https://www.casinosite88.com,"Сайт выглядит подозрительно. URL начинается с m.ckfarabihotel.com, что похоже на мобильную версию сайта отеля, но далее идет путь /analytics/hit.php с кучей параметров, включая r2=https://www.casinosite88.com. Это явный признак редиректа на сайт казино, что является признаком мошенничества. Непонятно, зачем отель ссылается на сайт казино. Вероятно, сайт взломан и используется для перенаправления трафика.  Сам контент сайта пустой, что говорит о том, что это просто промежуточная страница переадресации",ckfarabihotel.com,ckfarabihotel.com,Title отключен,8.022017478942871
